Name;Market ID;Market Name;ISIN;Symbol;CCY;CSD;Type;ADT (EUR);Large In Scale (Local Currency);Live Date;End Date;TrackInsight A-list
COMSTGE ETF DJ ST 600 CHEM-I;XSWX;SIX Swiss Exchange;LU0378435555;CBCHEz;CHF;CH;TF;39.787;1.126.900;03. Jul 19;;N
COMSTAGE ETF DJ ST 600 C&M-I;XSWX;SIX Swiss Exchange;LU0378435639;CBCONz;CHF;CH;TF;27.239;1.126.900;03. Jul 19;;N
COMSTAGE ETF COM X-AGRI TR-I;XSWX;SIX Swiss Exchange;LU0419741177;CBCOUz;USD;CH;TF;1.804.805;1.145.000;03. Jul 19;;N
COMSTAGE ETF COM X-AGRI TR-I;XSWX;SIX Swiss Exchange;LU0419741177;CBCOZz;CHF;CH;TF;1.804.805;1.126.900;03. Jul 19;;N
COMSTAGE ETF DAX TR-I;XSWX;SIX Swiss Exchange;LU0378438732;CBDAZz;CHF;CH;TF;7.449.358;1.126.900;03. Jul 19;;N
COMSTAGE ETF DIVDAX TR;XSWX;SIX Swiss Exchange;LU0603933895;CBDDAz;CHF;CH;TF;396.049;1.126.900;30. Sep 19;;N
COMSTAGE ETF DJ INDUS AVG;XSWX;SIX Swiss Exchange;LU0378437502;CBDJIz;CHF;CH;TF;324.981;1.126.900;03. Jul 19;;N
COMSTAGE ETF DJ INDUS AVG;XSWX;SIX Swiss Exchange;LU0378437502;CBDJUz;USD;CH;TF;324.981;1.145.000;03. Jul 19;;N
COMSTAGE ETF SHORTDAX TR;XSWX;SIX Swiss Exchange;LU0603940916;CBDSZz;CHF;CH;TF;2.547.282;1.126.900;30. Sep 19;;N
COMSTAGE ETF MSCI EUR M/C-I;XSWX;SIX Swiss Exchange;LU0392496260;CBEMZz;CHF;CH;TF;179.472;1.126.900;03. Jul 19;;N
COMSTAGE ETF COMMERZ EONIA;XSWX;SIX Swiss Exchange;LU0378437684;CBEONz;CHF;CH;TF;239.354;1.126.900;03. Jul 19;;N
COMSTAGE ETF DJ ST 600 TR-I;XSWX;SIX Swiss Exchange;LU0378434582;CBEU6z;CHF;CH;TF;742.456;1.126.900;03. Jul 19;;N
COMSTAGE ETF MSCI EUR M/C-I;XSWX;SIX Swiss Exchange;LU0392496260;CBEUUz;USD;CH;TF;179.472;1.145.000;03. Jul 19;;N
COMSTAGE ETF F.A.Z. INDEX;XSWX;SIX Swiss Exchange;LU0650624025;CBFAZz;CHF;CH;TF;291.384;1.126.900;30. Sep 19;;N
COMSTAGE ETF DAX FR;XSWX;SIX Swiss Exchange;LU0488317024;CBFDAz;CHF;CH;TF;452.161;1.126.900;03. Jul 19;;N
COMSTAGE ETF COMMERZ FED FND;XSWX;SIX Swiss Exchange;LU0378437767;CBFEUz;USD;CH;TF;123.905;1.145.000;03. Jul 19;;N
COMSTAGE ETF COMMERZ FED FND;XSWX;SIX Swiss Exchange;LU0378437767;CBFEZz;CHF;CH;TF;123.905;1.126.900;03. Jul 19;;N
COMSTAGE STOXX EURP600 F/S-I;XSWX;SIX Swiss Exchange;LU0378435712;CBFINz;CHF;CH;TF;80.086;1.126.900;03. Jul 19;;N
COMSTAGE ETF DJ ST 600 F&B-I;XSWX;SIX Swiss Exchange;LU0378435803;CBFOOz;CHF;CH;TF;123.215;1.126.900;03. Jul 19;;N
COMSTAGE ETF FTSE 100 TR;XSWX;SIX Swiss Exchange;LU0488316216;CBGBZz;CHF;CH;TF;7.423;1.126.900;03. Jul 19;;N
CMSTG ETF DJ ST 600 IN G&S-I;XSWX;SIX Swiss Exchange;LU0378436017;CBGOOz;CHF;CH;TF;92.333;1.126.900;03. Jul 19;;N
COMSTAGE ETF GOLD BUGS;XSWX;SIX Swiss Exchange;LU0488317701;CBGOUz;USD;CH;TF;1.935.480;1.145.000;03. Jul 19;;N
COMSTAGE ETF GOLD BUGS;XSWX;SIX Swiss Exchange;LU0488317701;CBGOZz;CHF;CH;TF;1.935.480;1.126.900;03. Jul 19;;N
COMSTAGE ETF HSCI;XSWX;SIX Swiss Exchange;LU0488316992;CBHCUz;USD;CH;TF;47.732;1.145.000;30. Sep 19;;N
COMSTAGE ETF DJ ST 600 H/C-I;XSWX;SIX Swiss Exchange;LU0378435985;CBHECz;CHF;CH;TF;169.812;1.126.900;03. Jul 19;;N
COMSTAGE ETF HSCI;XSWX;SIX Swiss Exchange;LU0488316992;CBHEZz;CHF;CH;TF;47.732;1.126.900;30. Sep 19;;N
COMSTAGE ETF DJ STOXX 600 RE;XSWX;SIX Swiss Exchange;LU0378436793;CBHOUz;CHF;CH;TF;66.231;1.126.900;03. Jul 19;;N
COMSTAGE ETF HSI;XSWX;SIX Swiss Exchange;LU0488316729;CBHSUz;USD;CH;TF;110.476;1.145.000;30. Sep 19;;N
COMSTAGE ETF HSI;XSWX;SIX Swiss Exchange;LU0488316729;CBHSZz;CHF;CH;TF;110.476;1.126.900;30. Sep 19;;N
COMSTAGE ETF DJ ST 600 INS-I;XSWX;SIX Swiss Exchange;LU0378436108;CBINSz;CHF;CH;TF;103.394;1.126.900;03. Jul 19;;N
COMSTAGE ETF MSCI PACIFIC-I;XSWX;SIX Swiss Exchange;LU0392495023;CBMBUz;USD;CH;TF;1.029.139;1.145.000;03. Jul 19;;Y
COMSTAGE ETF MSCI EM EA EU-I;XSWX;SIX Swiss Exchange;LU0392495379;CBMEZz;CHF;CH;TF;24.778;1.126.900;03. Jul 19;;N
COMSTAGE ETF MSCI JAPAN-I;XSWX;SIX Swiss Exchange;LU0392495452;CBMJUz;USD;CH;TF;46.216;1.145.000;03. Jul 19;;N
COMSTAGE ETF MSCI JAPAN-I;XSWX;SIX Swiss Exchange;LU0392495452;CBMJZz;CHF;CH;TF;46.216;1.126.900;03. Jul 19;;N
COMSTAGE ETF MSCI EMR MKTS;XSWX;SIX Swiss Exchange;LU0635178014;CBMMUz;USD;CH;TF;1.275.130;1.145.000;30. Sep 19;;Y
COMSTAGE ETF MSCI EMR MKTS;XSWX;SIX Swiss Exchange;LU0635178014;CBMMZz;CHF;CH;TF;1.275.130;1.126.900;30. Sep 19;;N
COMSTAGE ETF MSCI NRTH AM-I;XSWX;SIX Swiss Exchange;LU0392494992;CBMNUz;USD;CH;TF;2.529.066;1.145.000;03. Jul 19;;Y
COMSTAGE ETF MSCI NRTH AM-I;XSWX;SIX Swiss Exchange;LU0392494992;CBMNZz;CHF;CH;TF;2.529.066;1.126.900;03. Jul 19;;N
COMSTAGE ETF MSCI PAC X-JP-I;XSWX;SIX Swiss Exchange;LU0392495296;CBMPUz;USD;CH;TF;53.480;1.145.000;03. Jul 19;;N
COMSTAGE ETF MSCI PAC X-JP-I;XSWX;SIX Swiss Exchange;LU0392495296;CBMPZz;CHF;CH;TF;53.480;1.126.900;03. Jul 19;;N
COMSTAGE ETF MSCI EUROPE-I;XSWX;SIX Swiss Exchange;LU0392494646;CBMRUz;USD;CH;TF;87.702;1.145.000;03. Jul 19;;N
COMSTAGE ETF MSCI EUROPE-I;XSWX;SIX Swiss Exchange;LU0392494646;CBMRZz;CHF;CH;TF;87.702;1.126.900;03. Jul 19;;N
COMSTAGE ETF MSCI WORLD-I;XSWX;SIX Swiss Exchange;LU0392494562;CBMWUz;USD;CH;TF;5.564.990;1.145.000;03. Jul 19;;Y
COMSTAGE ETF MSCI WORLD-I;XSWX;SIX Swiss Exchange;LU0392494562;CBMWZz;CHF;CH;TF;5.564.990;1.126.900;03. Jul 19;;N
COMSTAGE ETF NASDAQ 100;XSWX;SIX Swiss Exchange;LU0378449770;CBNDUz;USD;CH;TF;3.380.434;1.145.000;03. Jul 19;;N
COMSTAGE ETF NASDAQ 100;XSWX;SIX Swiss Exchange;LU0378449770;CBNDZz;CHF;CH;TF;3.380.434;1.126.900;03. Jul 19;;N
COMSTAGE ETF NIKKEI 225;XSWX;SIX Swiss Exchange;LU0378453376;CBNKZz;CHF;CH;TF;132.996;1.126.900;03. Jul 19;;N
COMSTAGE ETF DJ ST 600 O&G-I;XSWX;SIX Swiss Exchange;LU0378436447;CBOILz;CHF;CH;TF;153.633;1.126.900;03. Jul 19;;N
COMSTAGE ETF DJ ST 600 P&H-I;XSWX;SIX Swiss Exchange;LU0378436520;CBPERz;CHF;CH;TF;89.379;1.126.900;03. Jul 19;;N
COMSTAGE ETF DJ ST 600 RET-I;XSWX;SIX Swiss Exchange;LU0378436876;CBRETz;CHF;CH;TF;32.611;1.126.900;03. Jul 19;;N
CHF DAILY HEDGED BRENT CRUDE;XSWX;SIX Swiss Exchange;JE00B51BW993;CBRTz;CHF;CH;CO;37.975;101.421;03. Jul 19;;N
COMSTAGE DOW JONES RUSSIA GDR;XSWX;SIX Swiss Exchange;LU0392495536;CBRUUz;USD;CH;TF;202.389;1.145.000;30. Sep 19;;N
COMSTAGE ETF MSCI RUSS 30-I;XSWX;SIX Swiss Exchange;LU0392495536;CBRUZz;CHF;CH;TF;202.389;1.126.900;30. Sep 19;;N
COMSTAGE ETF SDAX TR;XSWX;SIX Swiss Exchange;LU0603942888;CBSDAz;CHF;CH;TF;989.449;1.126.900;30. Sep 19;;N
CMSTGE ETF DJ EU ST S/D 30-I;XSWX;SIX Swiss Exchange;LU0378434236;CBSDIz;CHF;CH;TF;155.056;1.126.900;03. Jul 19;;N
COMSTAGE ETF DJ EUR STO 50-I;XSWX;SIX Swiss Exchange;LU0378434079;CBSEZz;CHF;CH;TF;2.508.158;1.126.900;03. Jul 19;;N
COMSTAGE DJ EU STOXX 50 LV-I;XSWX;SIX Swiss Exchange;LU0392496930;CBSLZz;CHF;CH;TF;30.662;1.126.900;03. Jul 19;;N
COMSTAGE S&P SMIT 40 INDEX;XSWX;SIX Swiss Exchange;LU0860821874;CBSMIz;CHF;CH;TF;11.420;1.126.900;30. Sep 19;;N
COMSTAGE ETF SPI TR;XSWX;SIX Swiss Exchange;LU0603946798;CBSPIz;CHF;CH;TF;22.424;1.126.900;30. Sep 19;;N
COMSTAGE ETF S&P 500;XSWX;SIX Swiss Exchange;LU0488316133;CBSPUz;USD;CH;TF;1.289.677;1.145.000;03. Jul 19;;N
COMSTAGE ETF S&P 500;XSWX;SIX Swiss Exchange;LU0488316133;CBSPZz;CHF;CH;TF;1.289.677;1.126.900;03. Jul 19;;N
COMSTAGE DJ EU STOXX 50 SH-I;XSWX;SIX Swiss Exchange;LU0392496856;CBSSZz;CHF;CH;TF;130.165;1.126.900;03. Jul 19;;N
COMSTAGE ETF EURO STOXX 50 F;XSWX;SIX Swiss Exchange;LU0488317297;CBSXZz;CHF;CH;TF;73.686;1.126.900;03. Jul 19;;N
COMSTAGE ETF MSCI TAIWAN-I;XSWX;SIX Swiss Exchange;LU0392495619;CBTAUz;USD;CH;TF;23.875;1.145.000;30. Sep 19;;N
COMSTAGE ETF MSCI TAIWAN-I;XSWX;SIX Swiss Exchange;LU0392495619;CBTAZz;CHF;CH;TF;23.875;1.126.900;30. Sep 19;;N
COMSTAGE ETF DJ ST TEC 600-I;XSWX;SIX Swiss Exchange;LU0378437098;CBTECz;CHF;CH;TF;165.415;1.126.900;03. Jul 19;;N
COMSTAGE ETF DJ ST 600 TEL-I;XSWX;SIX Swiss Exchange;LU0378437171;CBTELz;CHF;CH;TF;40.362;1.126.900;03. Jul 19;;N
COMSTAGE ETF DJ ST 600 T&L-I;XSWX;SIX Swiss Exchange;LU0378437254;CBTRAz;CHF;CH;TF;29.563;1.126.900;03. Jul 19;;N
COMSTAGE ETF DJ ST 600 MED-I;XSWX;SIX Swiss Exchange;LU0378436363;CBTVz;CHF;CH;TF;28.336;1.126.900;03. Jul 19;;N
COMSTAGE ETF MSCI USA-I;XSWX;SIX Swiss Exchange;LU0392495700;CBUAUz;USD;CH;TF;669.492;1.145.000;03. Jul 19;;Y
COMSTAGE ETF MSCI USA S/C-I;XSWX;SIX Swiss Exchange;LU0392496005;CBUAZz;CHF;CH;TF;555.164;1.126.900;03. Jul 19;;N
CHF DAILY HEDGED GOLD;XSWX;SIX Swiss Exchange;JE00B6XMBY53;CBULz;CHF;CH;CO;65.929;101.421;03. Jul 19;;N
COMSTAGE ETF MSCI USA M/C-I;XSWX;SIX Swiss Exchange;LU0392495965;CBUMZz;CHF;CH;TF;72.982;1.126.900;03. Jul 19;;N
COMSTAGE ETF MSCI USA-I;XSWX;SIX Swiss Exchange;LU0392495700;CBUSAz;CHF;CH;TF;669.492;1.126.900;03. Jul 19;;N
COMSTAGE ETF MSCI USA M/C-I;XSWX;SIX Swiss Exchange;LU0392495965;CBUSUz;USD;CH;TF;72.982;1.145.000;03. Jul 19;;N
COMSTAGE ETF DJ ST 600 UTI-I;XSWX;SIX Swiss Exchange;LU0378437338;CBUTIz;CHF;CH;TF;60.497;1.126.900;03. Jul 19;;N
COMSTAGE ETF MSCI USA S/C-I;XSWX;SIX Swiss Exchange;LU0392496005;CBUUUz;USD;CH;TF;555.164;1.145.000;03. Jul 19;;N
UBS ETF CMCI COMPOS. H. CHF;XSWX;SIX Swiss Exchange;IE00B58FQX63;CCCHAz;CHF;CH;TF;1.323.181;1.126.900;03. Jul 19;;N
UBS ETF CMCI COMPOS. H. EUR;XSWX;SIX Swiss Exchange;IE00B58HMN42;CCEUAz;EUR;CH;TF;2.277.287;1.000.000;03. Jul 19;;N
CHF DAILY HEDGED COCOA;XSWX;SIX Swiss Exchange;JE00B3N1CW60;CCOCz;CHF;CH;CO;75.258;101.421;03. Jul 19;;N
CHF DAILY HEDGED COFFEE;XSWX;SIX Swiss Exchange;JE00B3SRKG91;CCOFz;CHF;CH;CO;36.004;101.421;03. Jul 19;;N
CHF DAILY HEDGED CORN;XSWX;SIX Swiss Exchange;JE00B5293M25;CCORz;CHF;CH;CO;39.182;101.421;03. Jul 19;;N
CHF DAILY HEDGED COPPER;XSWX;SIX Swiss Exchange;JE00B3XJ7Z80;CCPPz;CHF;CH;CO;19.329;101.421;03. Jul 19;;N
CHF DLY HDGD WTI CRUDE OIL;XSWX;SIX Swiss Exchange;JE00B5T20675;CCRDz;CHF;CH;CO;35.820;101.421;03. Jul 19;;N
CHF DAILY HEDGED COTTON;XSWX;SIX Swiss Exchange;JE00B5LVVK34;CCTNz;CHF;CH;CO;138.023;101.421;03. Jul 19;;N
UBS ETF CMCI COMPOS. USD;XSWX;SIX Swiss Exchange;IE00B53H0131;CCUSAz;USD;CH;TF;2.040.370;1.145.000;03. Jul 19;;N
AMUNDI ETF W EX EU;XSWX;SIX Swiss Exchange;LU1681045610;CE8USz;USD;CH;TF;3.908;1.145.000;30. Sep 19;;N
AMUNDI ETF EAST EU EX RUSSIA;XSWX;SIX Swiss Exchange;LU1681043839;CE9USz;USD;CH;TF;25.786;1.145.000;30. Sep 19;;N
CHF DAILY HEDGED ENERGY;XSWX;SIX Swiss Exchange;JE00B6ZZH003;CEGYz;CHF;CH;CO;129.681;101.421;03. Jul 19;;N
CHF DLY HDGD LNGR DTD AGR;XSWX;SIX Swiss Exchange;JE00B5NB9Z24;CFAGz;CHF;CH;CO;69.443;101.421;03. Jul 19;;N
CHF DLY HDG LNGR DTD ALL COM;XSWX;SIX Swiss Exchange;JE00B61VMP20;CFCMz;CHF;CH;CO;260.832;101.421;03. Jul 19;;N
CHF DLY HDGD LNGR DTD ENERGY;XSWX;SIX Swiss Exchange;JE00B783KL02;CFENz;CHF;CH;CO;50.606;101.421;03. Jul 19;;N
CHF DAILY HEDGED GRAINS;XSWX;SIX Swiss Exchange;JE00B4JY4H57;CGRNz;CHF;CH;CO;64.402;101.421;03. Jul 19;;N
CHF DLY HEDG INDUSTRIAL MTLS;XSWX;SIX Swiss Exchange;JE00B62ZNX81;CIMTz;CHF;CH;CO;30.523;101.421;03. Jul 19;;N
CHF DAILY HEDGED LEAD;XSWX;SIX Swiss Exchange;JE00B5NMHJ59;CLEAz;CHF;CH;CO;205.336;101.421;03. Jul 19;;N
COMSTAGE ETF MSCI EUR S/C-I;XSWX;SIX Swiss Exchange;LU0392496344;CMEUUz;USD;CH;TF;69.968;1.145.000;03. Jul 19;;N
COMSTAGE ETF MSCI EUR S/C-I;XSWX;SIX Swiss Exchange;LU0392496344;CMEUZz;CHF;CH;TF;69.968;1.126.900;03. Jul 19;;N
CHF DAILY HEDGED NATURAL GAS;XSWX;SIX Swiss Exchange;JE00B6SL9H63;CNGAz;CHF;CH;CO;40.291;101.421;03. Jul 19;;N
CHF DAILY HEDGED NICKEL;XSWX;SIX Swiss Exchange;JE00B56KNQ51;CNIKz;CHF;CH;CO;28.623;101.421;03. Jul 19;;N
ETFS LONGER DATED ALL COMMOD;XSWX;SIX Swiss Exchange;IE00B4WPHX27;COMFz;CHF;CH;TF;2.022.559;1.126.900;03. Jul 19;;N
COSMO PHARMACEUTICALS SA;XSWX;SIX Swiss Exchange;NL0011832936;COPNz;CHF;CH;EQ;1.446.358;225.380;30. Sep 19;;N
CHF DAILY HEDGED PLATINUM;XSWX;SIX Swiss Exchange;JE00B5LT6C46;CPLTz;CHF;CH;CO;4.849;101.421;03. Jul 19;;N
CHF DLY HDG PRECIOUS METALS;XSWX;SIX Swiss Exchange;JE00B6S2Y294;CPMTz;CHF;CH;CO;10.631;101.421;03. Jul 19;;N
LYXOR ETF COMMODITIES THOMSO;XSWX;SIX Swiss Exchange;LU1829218749;CRBz;USD;CH;TF;44.168.367;1.145.000;03. Jul 19;;N
AMUNDI ETF MSCI EUROPE EX SW;XSWX;SIX Swiss Exchange;LU1681044308;CS9z;EUR;CH;TF;70.153;1.000.000;30. Sep 19;;N
ISHARES SWISS DOMESTIC GOVER;XSWX;SIX Swiss Exchange;CH0016999861;CSB0Zz;CHF;CH;TF;598.742;1.126.900;30. Sep 19;;N
ISHARES SBIDG 1-3 CH;XSWX;SIX Swiss Exchange;CH0102530786;CSB3Zz;CHF;CH;TF;9.386;1.126.900;30. Sep 19;;N
ISHARES SBIDG 3-7 CH;XSWX;SIX Swiss Exchange;CH0016999846;CSB7Zz;CHF;CH;TF;33.720;1.126.900;30. Sep 19;;N
ISHARES USD TREAS BOND 3-7YR;XSWX;SIX Swiss Exchange;IE00B3VWN393;CSBG7z;USD;CH;TF;6.007.864;1.145.000;30. Sep 19;;N
ISHARES  TREASURY BOND 1-3YR;XSWX;SIX Swiss Exchange;IE00B3VWN179;CSBGUz;USD;CH;TF;1.226.472;1.145.000;30. Sep 19;;N
ISHARES MSCI EM ASIA;XSWX;SIX Swiss Exchange;IE00B5L8K969;CSEMAz;USD;CH;TF;4.656.575;1.145.000;30. Sep 19;;N
ISHARES MSCI EMU SMALL CAP;XSWX;SIX Swiss Exchange;IE00B3VWMM18;CSEMSz;EUR;CH;TF;8.438.460;1.000.000;08. Jul 19;;N
ISHARES MSCI EMU;XSWX;SIX Swiss Exchange;IE00B53QG562;CSEMZz;EUR;CH;TF;12.607.349;1.000.000;30. Sep 19;;N
CHF DAILY HEDGED SOFTS;XSWX;SIX Swiss Exchange;JE00B4VVB066;CSFTz;CHF;CH;CO;82.732;101.421;03. Jul 19;;N
ISHARES GOLD CHF HDG CH;XSWX;SIX Swiss Exchange;CH0104136285;CSGLDz;CHF;CH;TF;1.460.346;1.126.900;03. Jul 19;;N
ISHARES GOLD EUR HDG CH;XSWX;SIX Swiss Exchange;CH0104136319;CSGLEz;EUR;CH;TF;4.770;1.000.000;03. Jul 19;;N
ISHARES GOLD CH;XSWX;SIX Swiss Exchange;CH0104136236;CSGOLz;USD;CH;TF;45.875;1.145.000;03. Jul 19;;N
ISHARES DJ INDUSTRIAL AVERAG;XSWX;SIX Swiss Exchange;IE00B53L4350;CSINDz;USD;CH;TF;3.413.695;1.145.000;30. Sep 19;;N
ISHARES MSCI KOREA  ACC;XSWX;SIX Swiss Exchange;IE00B5W4TY14;CSKRz;USD;CH;TF;320.551;1.145.000;30. Sep 19;;N
ISHARES FTSE MIB ACC;XSWX;SIX Swiss Exchange;IE00B53L4X51;CSMIBz;EUR;CH;TF;2.704.324;1.000.000;30. Sep 19;;N
ISHARES MSCI MEXICO CAPPED;XSWX;SIX Swiss Exchange;IE00B5WHFQ43;CSMXCz;USD;CH;TF;655.553;1.145.000;30. Sep 19;;Y
ISHARES NASDAQ 100;XSWX;SIX Swiss Exchange;IE00B53SZB19;CSNDXz;USD;CH;TF;19.109.202;1.145.000;30. Sep 19;;N
CHF DAILY HEDGED SOYBEANS;XSWX;SIX Swiss Exchange;JE00B6XJ0R23;CSOYz;CHF;CH;CO;77.312;101.421;03. Jul 19;;N
ISHARES CORE MSCI PAC EX JAP;XSWX;SIX Swiss Exchange;IE00B52MJY50;CSPXJz;USD;CH;TF;19.515.507;1.145.000;30. Sep 19;;Y
ISHARES MSCI RUSSIA ADR/GDR;XSWX;SIX Swiss Exchange;IE00B5V87390;CSRUz;USD;CH;TF;5.635.830;1.145.000;30. Sep 19;;N
ISHARES SLI CH;XSWX;SIX Swiss Exchange;CH0031768937;CSSLIz;CHF;CH;TF;1.288.816;1.126.900;30. Sep 19;;N
ISHARES SMI CH;XSWX;SIX Swiss Exchange;CH0008899764;CSSMIz;CHF;CH;TF;3.196.989;1.126.900;30. Sep 19;;N
ISHARES SMIM CH;XSWX;SIX Swiss Exchange;CH0019852802;CSSMZz;CHF;CH;TF;1.985.100;1.126.900;30. Sep 19;;N
ISHARES CORE S&P 500 UCITS E;XSWX;SIX Swiss Exchange;IE00B5BMR087;CSSPXz;USD;CH;TF;190.078.251;1.145.000;30. Sep 19;;Y
ISHARES CORE EURO STOXX 50;XSWX;SIX Swiss Exchange;IE00B53L3W79;CSSX5z;EUR;CH;TF;32.344.534;1.000.000;01. Jul 19;;N
CHF DAILY HEDGED SUGAR;XSWX;SIX Swiss Exchange;JE00B6VNPP91;CSUGz;CHF;CH;CO;75.709;101.421;03. Jul 19;;N
ISHARES MSCI US SMALL CAP;XSWX;SIX Swiss Exchange;IE00B3VWM098;CSUSSz;USD;CH;TF;4.348.653;1.145.000;30. Sep 19;;N
ISHARES MSCI USA UCITS ETF;XSWX;SIX Swiss Exchange;IE00B52SFT06;CSUSz;USD;CH;TF;3.560.024;1.145.000;30. Sep 19;;N
CHF DAILY HEDGED SILVER;XSWX;SIX Swiss Exchange;JE00B4WB5T20;CSVRz;CHF;CH;CO;20.152;101.421;03. Jul 19;;N
AMUNDI ETF MS SWI;XSWX;SIX Swiss Exchange;LU1681044993;CSWCHz;CHF;CH;TF;601.475;1.126.900;30. Sep 19;;N
CHF DAILY HEDGED TIN;XSWX;SIX Swiss Exchange;JE00B6TJ2R03;CTINz;CHF;CH;CO;40.687;101.421;03. Jul 19;;N
AMUNDI ETF MSCI USA;XSWX;SIX Swiss Exchange;LU1681042948;CU2USz;USD;CH;TF;636.884;1.145.000;30. Sep 19;;N
AMUNDI ETF MSCI WORLD UCITS;XSWX;SIX Swiss Exchange;LU1681043672;CW8USz;USD;CH;TF;342.978;1.145.000;30. Sep 19;;N
CHF DAILY HEDGED WHEAT;XSWX;SIX Swiss Exchange;JE00B5KT3Y60;CWATz;CHF;CH;CO;24.762;101.421;03. Jul 19;;N
AMUNDI ETF MSCI WORLD ENERGY;XSWX;SIX Swiss Exchange;LU1681046188;CWEUSz;USD;CH;TF;156.955;1.145.000;30. Sep 19;;N
AMUNDI ETF MSCI WORLD FINANC;XSWX;SIX Swiss Exchange;LU1681045966;CWFUSz;USD;CH;TF;398.271;1.145.000;30. Sep 19;;N
CHF DAILY HEDGED ZINC;XSWX;SIX Swiss Exchange;JE00B4KP3922;CZNCz;CHF;CH;CO;313.625;101.421;03. Jul 19;;N
ISHARES CORE DAX UCITS ETF D;XSWX;SIX Swiss Exchange;DE0005933931;DAXEXz;CHF;CH;TF;131.598.593;1.126.900;30. Sep 19;;N
UBS ETF BBG COMMODITY H. CHF;XSWX;SIX Swiss Exchange;IE00B598DX38;DCCHAz;CHF;CH;TF;1.323.589;1.126.900;03. Jul 19;;N
UBS ETF BBG COMMODITY H. EUR;XSWX;SIX Swiss Exchange;IE00B58ZM503;DCEUAz;EUR;CH;TF;130.792;1.000.000;03. Jul 19;;N
UBS ETF BBG COMMODITY USD;XSWX;SIX Swiss Exchange;IE00B5B3W843;DCUSAz;USD;CH;TF;94.021;1.145.000;03. Jul 19;;N
ISHARES EURO STOXX MID;XSWX;SIX Swiss Exchange;IE00B02KXL92;DJMCz;CHF;CH;TF;5.984.003;1.126.900;08. Jul 19;;N
ISHARES EURO STOXX SMALL;XSWX;SIX Swiss Exchange;IE00B02KXM00;DJSCz;CHF;CH;TF;10.133.155;1.126.900;08. Jul 19;;N
UBS ETF EURO STOXX 50;XSWX;SIX Swiss Exchange;LU0136234068;E50EUz;EUR;CH;TF;3.824.696;1.000.000;30. Sep 19;;N
UBS ETF EURO STOXX 50;XSWX;SIX Swiss Exchange;LU0136234068;E50EZz;CHF;CH;TF;3.824.696;1.126.900;30. Sep 19;;N
SPDR EURO AGGREGATE BOND ETF;XSWX;SIX Swiss Exchange;IE00B41RYL63;EAGGz;CHF;CH;TF;758.248;1.126.900;30. Sep 19;;N
UBS ETF MSCI EMERG. MARK.;XSWX;SIX Swiss Exchange;IE00B3Z3FS74;EGUSAz;USD;CH;TF;11.021.115;1.145.000;30. Sep 19;;N
SPDR MSCI EM ASIA UCITS ETF;XSWX;SIX Swiss Exchange;IE00B466KX20;EMASz;CHF;CH;TF;4.900.148;1.126.900;30. Sep 19;;N
ISHARES USD EM CORP BND;XSWX;SIX Swiss Exchange;IE00B6TLBW47;EMCRz;CHF;CH;TF;1.302.571;1.126.900;30. Sep 19;;N
SPDR EMERGING MKTS LOCAL BD;XSWX;SIX Swiss Exchange;IE00B4613386;EMDLz;CHF;CH;TF;21.911.565;1.126.900;30. Sep 19;;N
SPDR S&P EMERGING MKTS DVD;XSWX;SIX Swiss Exchange;IE00B6YX5B26;EMDVz;CHF;CH;TF;1.349.822;1.126.900;30. Sep 19;;N
ISHARES MSCI EM MIN VOL;XSWX;SIX Swiss Exchange;IE00B8KGV557;EMLVz;CHF;CH;TF;4.790.258;1.126.900;30. Sep 19;;N
UBS ETF MSCI EMERG. MARKETS;XSWX;SIX Swiss Exchange;LU0480132876;EMMUUz;USD;CH;TF;6.445.566;1.145.000;30. Sep 19;;N
UBS ETF MSCI EMERG. MARKETS;XSWX;SIX Swiss Exchange;LU0480132876;EMMUZz;CHF;CH;TF;6.445.566;1.126.900;30. Sep 19;;N
SPDR MSCI EMERGING MARKETS;XSWX;SIX Swiss Exchange;IE00B469F816;EMRGz;CHF;CH;TF;1.354.506;1.126.900;30. Sep 19;;N
UBS ETF MSCI EMU;XSWX;SIX Swiss Exchange;LU0147308422;EMUEEz;EUR;CH;TF;11.892.698;1.000.000;30. Sep 19;;Y
UBS ETF MSCI EMU;XSWX;SIX Swiss Exchange;LU0147308422;EMUEUz;CHF;CH;TF;11.892.698;1.126.900;30. Sep 19;;N
ISHARES MSCI EMU LARGE CAP;XSWX;SIX Swiss Exchange;IE00BCLWRF22;EMULz;EUR;CH;TF;262.879;1.000.000;30. Sep 19;;Y
UBS ETF MSCI EMU VALUE;XSWX;SIX Swiss Exchange;LU0446734369;EMVEUz;EUR;CH;TF;5.435.448;1.000.000;03. Jul 19;;N
EASTERN PROPERTY HOLDING-REG;XSWX;SIX Swiss Exchange;VGG290991014;EPHz;USD;CH;EQ;40;17.175;01. Apr 19;;N
POWERSHARES EQQQ NASDAQ-100;XSWX;SIX Swiss Exchange;IE0032077012;EQQQz;USD;CH;TF;17.943.645;1.145.000;30. Sep 19;;N
UBS ETF MSCI EMU SMALL CAP;XSWX;SIX Swiss Exchange;LU0671493277;ESCEAz;EUR;CH;TF;1.337.956;1.000.000;30. Sep 19;;N
UBS ETF MSCI EMU SRI;XSWX;SIX Swiss Exchange;LU0629460675;ESREUz;CHF;CH;TF;4.575.286;1.126.900;30. Sep 19;;N
